player_name,first_name,last_name,football_name,player_team,nflreadpy_id,espn_id,headshot,position,status,jersey_number,birth_date,college_name
Paul Lavine,Paul,Lavine,,SEA,LAV692150,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r3rwdtimfroiet6ls0ku",LB,ACT,0,1962-05-01,Utah State; San Bernardino Valley
Paul Moyer,Paul,Moyer,,SEA,MOY415290,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukp8ypitlciquw9mf0n3",FS,ACT,0,1961-07-26,Arizona State; California State-Fullerton
Paul Skansi,Paul,Skansi,,SEA,00-0015011,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a8lddhfuhndz9rgubmnj",WR,CUT,0,1960-01-11,Washington
Pete Hunter,Ralph,Hunter,,SEA,00-0021281,3999673,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mi91sgum34sez0a2auhf",DB,ACT,29,1980-05-25,Virginia Union
Peter Warrick,Peter,Warrick,,SEA,00-0019455,2135,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gmylztwhvn9zqppel6jc",WR,ACT,81,1977-06-19,Florida State
Phil Haynes,Phil,Haynes,Phil,SEA,00-0035141,3136374,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ra9hk9hoi0fmgjeckynl",G,RSR,60,1995-10-19,Wake Forest
Pier-Olivier Lestage,Pier-Olivier,Lestage,Pier-Olivier,SEA,00-0036800,4820591,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ardoyqjkpqreruhgsi3m",G,DEV,62,1997-08-04,Montreal
Pierre Allen,Pierre,Allen,,SEA,00-0028433,14219,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ysbbx5fzl1heckzgxsmx",DE,DEV,0,1987-11-18,Nebraska
Pooh Paul Jr.,Christopher,Paul,Chris,SEA,00-0040588,4602943,,LB,ACT,,2002-11-04,Mississippi
Quandre Diggs,Quandre,Diggs,Quandre,SEA,00-0031608,2577553,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kqasx5pfmin4wrk503uf",S,DEV,,1993-01-22,Texas
Ra'Shaun Henry,Ra'Shaun,Henry,Ra'Shaun,SEA,00-0037362,4032625,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mittg7zw5gvhd6vka29r",WR,CUT,,1998-02-04,Virginia
Raheem Brock,Raheem,Brock,,SEA,00-0021340,3738,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dbbs2rifnvgcxu9gxc8j",DE,ACT,98,1978-06-10,Temple
Rahmaan Streater,Rahmaan,Streater,,SEA,00-0015808,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fbyzul2tyacrxxmaj0bc",DE,ACT,93,1975-04-23,Richmond
Ralph Nelson,Ralph,Nelson,,SEA,NEL609092,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f609szqjpb6klij6spyi",RB,ACT,0,1954-01-23,
Randy Edwards,Richard,Edwards,,SEA,EDW646002,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rvo703durlqly2fu5lmx",DE,ACT,0,1961-03-09,Alabama
Randy Fuller,Randy,Fuller,,SEA,00-0005635,583,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qozgdtpf2cdvnb66fy1z",DB,ACT,21,1970-06-02,Tennessee State
Rashid Shaheed,Rashid,Shaheed,Rashid,SEA,00-0037545,4032473,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynsy489xqmiwt5q9whty",WR,ACT,22,1998-08-31,Weber State
Ray Berry,Raymond,Berry,,SEA,00-0001188,6614,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wuvujvji7dmyld3yw8ul",LB,ACT,0,1963-10-28,Baylor
Ray Butler,Raymond,Butler,,SEA,BUT519100,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wzze65dbj1wp2w7c750h",WR,ACT,0,1956-06-28,USC; Wharton County Junior College
Ray Wilmer,Bonnie,Wilmer,,SEA,WIL636507,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zy8ljfmqdgkes7eabeqv",DB,ACT,0,1962-06-27,Louisiana Tech
Ray-Ray Armstrong,Aravious,Armstrong,Ray-Ray,SEA,00-0030050,16463,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/drqyhwqbkrxrckhxkug2",LB,DEV,41,1991-03-05,Miami; Faulkner
Reggie Barrett,Aaron,Barrett,,SEA,00-0000826,6788,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnfls3knp5hsrriuiego",WR,RES,0,1969-08-14,Texas-El Paso
Reggie Brown,Regilyn,Brown,,SEA,00-0002027,1021,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twphg1bu1oso33rwju8e",FB,ACT,34,1973-06-26,Fresno State; Ohio; College of the Desert CA (J.C.)
Reggie Kinlaw,Reginald,Kinlaw,,SEA,KIN709747,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlr6nppk3k2pexlsrrm3",NT,ACT,0,1957-01-09,Oklahoma
Reggie McKenzie,Reginald,McKenzie,,SEA,MCK296630,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gern2hgtqycgvhg2cxvk",G,ACT,0,1950-07-27,Michigan
Renard Young,Renard,Young,,SEA,YOU480843,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vhriallbyrfz7cpgil0v",DB,ACT,0,1961-07-31,UNLV; San Diego State; Los Angeles Southwest College
Ricardo Lockette,Ricardo,Lockette,Ricardo,SEA,00-0028442,14280,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ndopq6pewcj9dfr27hlc",WR,RES,83,1986-05-21,Fort Valley State College; Wallace State CC AL (J.C.)
Rich Gardner,Richard,Gardner,,SEA,00-0022809,5617,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xtfrasjvg7io0chd2mx4",DB,CUT,0,1981-02-01,Penn State
Rich Owens,Ritchie,Owens,,SEA,00-0012476,837,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/apoumy51bkgg0ytznrm9",DE,ACT,67,1972-05-22,Lehigh University
Richard Harris,Richard,Harris,,SEA,HAR516360,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/obctfd4zsnepsm09piij",DE,ACT,0,1948-01-21,Grambling State
Richard Newbill,Richard,Newbill,,SEA,00-0012045,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tiuogeskyqgjphuvjftl",LB,ACT,0,1968-02-08,Miami; Bakersfield College
Rick Donnelly,Richard,Donnelly,,SEA,00-0004423,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ocrdab6sbb2wziqcepfe",P,RES,0,1962-05-17,Wyoming
Rick Parros,Rick,Parros,,SEA,PAR694416,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fuoiv63mwol9n6iepodf",RB,ACT,0,1958-06-14,Utah State
Rick Sanford,Richard,Sanford,,SEA,SAN724511,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ljqnwnss8t6rpbelpcp9",DB,ACT,0,1957-01-09,South Carolina
Ricky Ali'ifua,Ricky,Ali'ifua,Ricky,SEA,00-0033513,2469470,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rmjlgitaivlyrkiv7pbf",DE,RES,61,1991-12-02,Utah State
Ricky Andrews,Richard,Andrews,,SEA,AND719159,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ul4rcthytxwxtmen2pzc",LB,ACT,0,1966-04-14,Washington
Ricky Thomas,Ricky,Thomas,,SEA,THO333410,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hqeildnlxqkrowj9sfag",DB,ACT,0,1965-03-29,Alabama
Ricky Watters,Richard,Watters,,SEA,00-0017322,114,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nhugmp8lmkxyewbrfebd",RB,RES,32,1969-04-07,Notre Dame
Ricky White III,Ricky,White,Ricky,SEA,00-0040653,4431479,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sgtcxvsg5m0s6rdizjfb",WR,ACT,86,2002-02-06,UNLV; Michigan State
Rico Tipton,Enrico,Tipton,,SEA,TIP449895,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajehmfr9q6yhna0yqxr6",LB,ACT,0,1961-07-31,Washington State
Rob DeVita,Robert,DeVita,,SEA,DEV237308,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h10lrdjdfz9cjjq9jkrg",LB,ACT,0,1965-11-29,Eastern Illinois; Illinois Benedictine College
Robbie Ouzts,Robbie,Ouzts,Robbie,SEA,00-0040649,4691688,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bbgpfhy0vssgu6vkfzs8",RB,ACT,40,2002-09-06,Alabama
Robbie Tobeck,Robert,Tobeck,,SEA,00-0016505,535,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vgafsynwxgkmvmv5i431",C,ACT,61,1970-03-06,Washington State; Kilgore
Robert Barr,Robert,Barr,,SEA,00-0000820,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5pq75xi0yczc62fab1a",OT,ACT,64,1973-06-07,Rutgers
Robert Gallery,Robert,Gallery,,SEA,00-0022836,5527,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/weypla9c2upv4z4zd8qd",G,ACT,72,1980-07-26,Iowa
Robert Hardy,Robert,Hardy,,SEA,HAR124787,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g7adh3ayfha4tmfolqmv",DT,ACT,0,1956-07-03,Jackson State University
Robert Myers,Robert,Myers,Robert,SEA,00-0031601,2521895,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jm4emg5in0fvgtzhb9nr",G,NWT,0,1991-12-26,Tennessee State
Robert Nkemdiche,Robert,Nkemdiche,Robert,SEA,00-0032761,3051886,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmkt9rqj574temt7bpfy",DT,ACT,92,1994-09-19,Mississippi
Robert Pollard,Robert,Pollard,,SEA,00-0022424,6161,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujzpwdn5vj3fldooxdty",DE,CUT,78,1981-06-28,TCU
Robert Turbin,Robert,Turbin,Robert,SEA,00-0029273,14894,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vkqpomzfvo7kei1729jm",RB,ACT,34,1989-12-02,Utah State
Robert Tyler,Robert,Tyler,,SEA,TYL474616,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rexah7bi6f5sifbofp1e",TE,ACT,0,1965-10-12,South Carolina State
Rod Jones,Roderick,Jones,,SEA,JON690976,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/se2kyoc9zax8ty4ulpkf",TE,ACT,0,1964-03-03,Washington
Rodney Smith,Rodney,Smith,Rodney,SEA,00-0029934,16373,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvlr1vbbimnvgssqlh8k",WR,CUT,0,1990-03-11,Florida State
Rodney Thomas,Rodney,Thomas,Rodney,SEA,00-0037323,4248455,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rmch7ilcol08gczhpwp6",SAF,ACT,,1998-06-26,Yale
Roger Weber,Roger,Weber,,SEA,WEB490789,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iegejlb8scv6llgkwkuc",G,ACT,0,1963-02-03,Kent State
Rohn Stark,Rohn,Stark,,SEA,00-0015572,6602,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfft9qxvqwqfkzv9cq0g",P,ACT,3,1959-05-04,Florida State
Roland Barbay,Roland,Barbay,,SEA,BAR014830,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usrixmkfk9xfumvgusiq",NT,ACT,0,1964-10-01,LSU
Ron East,Ronald,East,,SEA,EAS664464,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m5iydlpeudw6t0zwcus4",DT,ACT,0,1943-08-26,Montana State; Columbia Basin College
Ron Essink,Ronald,Essink,,SEA,ESS553722,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x9sxqludqdhovemnhipd",OT,ACT,0,1958-07-30,Grand Valley
Ron Heller,Ronald,Heller,,SEA,00-0007225,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y46uszkgusldb4isfgz7",TE,ACT,0,1963-09-18,Oregon State
Ron Scoggins,Ronald,Scoggins,,SEA,SCO036914,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gaeqv26nzdiufux0rkvs",OT,ACT,0,1961-08-03,UNLV; Los Angeles Southwest College
Ron Smith,Ronald,Smith,,SEA,00-0020558,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nh49xm9z49dpfox5jnjl",DT,RES,68,1978-08-18,Lane College; Baylor
Ronald Powell,Ronald,Powell,Ronald,SEA,00-0031073,16887,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aafvzguqwhcuyxsbip07",LB,ACT,59,1991-05-14,Florida
Ronnie Lee,Ronald,Lee,,SEA,00-0009774,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tgxku51zpyeweb0avx5q",OT,RES,0,1956-12-24,Baylor
Ronnie Shields,Ronnie,Shields,,SEA,00-0032328,2516203,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wyfze8dhahqexgk4zpr5",TE,RES,87,1991-12-15,Kentucky
Ronnie Williams,Ronald,Williams,,SEA,00-0017926,7538,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkyaqpttx5ruxabog6l6",TE,ACT,83,1966-01-19,Oklahoma State
Ross Burbank,Ross,Burbank,Ross,SEA,00-0032927,2577829,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ixm2bskasijznewqs1xq",C,DEV,0,1993-01-27,Virginia
Roy Lewis,Roy,Lewis,,SEA,00-0025848,11557,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oz1miwcedyo1wdu9ymc4",DB,ACT,34,1985-05-19,Washington; San Jose State
Rueben Mayes,Rueben,Mayes,,SEA,00-0010602,6451,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjucannq4cl62mc8iucj",RB,RES,0,1963-06-06,Washington State
Rufus Crawford,Rufus,Crawford,,SEA,CRA729288,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sqzqoihazf25e198p3o5",RB,ACT,0,1955-05-21,Virginia State
Rufus French,Rufus,French,,SEA,00-0005588,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pe8a9nvqbtvsc4oguial",TE,RES,84,1978-03-15,Mississippi
Russ Griffith,Russell,Griffith,,SEA,GRI453024,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b0nuejsxp52vbo49low3",P,ACT,0,1964-02-05,Weber State; Utah State
Russell Evans,Russell,Evans,,SEA,EVA771238,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e2qb1fgb81gnmtlajlri",WR,ACT,0,1965-02-03,Truman State University
Russell Stewart,Russell,Stewart,,SEA,00-0020208,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bxkc3watjlkqxdnd3wtd",TE,ACT,87,1977-09-25,Stanford
Rusty Hilger,Russell,Hilger,,SEA,00-0007413,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/woyb5rnrjm9klblhks1k",QB,RES,0,1962-05-09,Oklahoma State
Ryan Cooper Jr.,Ryan,Cooper,Ryan,SEA,00-0039245,5085881,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rbyafao1ours5citnd14",CB,DEV,,2001-08-31,Oregon State
Ryan Longwell,Ryan,Longwell,,SEA,00-0010072,1328,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/powkqjr27gfrcapctcti",K,ACT,0,1974-08-16,California
Ryan Robinson,Ryan,Robinson,,SEA,00-0030371,16531,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bpap8asumq1jpx2w87ys",DE,RES,58,1990-12-09,Oklahoma State
Rylie Mills,Rylie,Mills,Rylie,SEA,00-0040647,4430838,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ce84r98k33mvy9kjqtsa",DT,ACT,98,2001-08-20,Notre Dame
Sam Adkins,Samuel,Adkins,,SEA,ADK692150,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yrc68elxd1fl4r5cw4od",QB,ACT,0,1955-05-21,Wichita State University
Sam Darnold,Sam,Darnold,,SEA,00-0034869,3912547,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s5t8m6bhedjwwtfw3ild",QB,ACT,14,1997-06-05,USC
Sam Merriman,Samuel,Merriman,,SEA,MER563597,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztkwpn0nsvxlkju5aarz",LB,ACT,0,1961-05-05,Idaho
Samuel Gutekunst,Samuel,Gutekunst,,SEA,00-0024488,11004,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpyf5exiymd2ybxl4vdp",OT,CUT,76,1984-05-20,
Scott Fields,Scott,Fields,,SEA,00-0005205,1111,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wp58qkbozxitu04xpdeb",LB,CUT,46,1973-04-22,USC
Scott Hagler,William,Hagler,,SEA,HAG683998,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swr3ffqjdliw5280k91d",K,ACT,0,1964-07-19,South Carolina
Sean Farrell,Sean,Farrell,,SEA,00-0005080,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utap8rmm8nrhhvl1tpik",G,ACT,0,1960-05-25,Penn State
Sean Mannion,Sean,Mannion,Sean,SEA,00-0032245,2517017,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcuc7hhiijmt8xtitm77",QB,DEV,,1992-04-25,Oregon State
Seattle Seahawks D/ST,,,,SEA,DST_SEA,,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/sea.png&h=200&w=200,DST,Active,,,
Sebastian Janikowski,Sebastian,Janikowski,Sebastian,SEA,00-0019646,2148,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5zvm3ux5uvwxdfqwd0w",K,ACT,11,1978-03-02,Florida State
Shakir Soto,Shakir,Soto,Shakir,SEA,00-0033673,3045152,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tynwtl4mfiypjsz2dheh",DE,DEV,0,1994-02-12,Pittsburgh
Shane Hall,Shane,Hall,,SEA,00-0021644,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fpgzgla4tj5k3ksh9vxz",G,RES,60,1980-12-18,South Carolina
Shane Lemieux,Shane,Lemieux,Shane,SEA,00-0036397,3915142,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tib2sr0owg8wvtuvu8z7",G,DEV,,1997-05-12,Oregon
Shaneil Jenkins,Shaneil,Jenkins,Shaneil,SEA,00-0032514,3957452,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i1iydc6lwhlgv7qqo7vy",DE,DEV,0,1994-02-07,Shepherd
Shaquill Griffin,Shaquill,Griffin,Shaquill,SEA,00-0033926,3054026,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jybewrw2vsf17rxds4tv",CB,DEV,,1995-07-20,UCF
Shemar Jean-Charles,Shemar,Jean-Charles,Shemar,SEA,00-0036645,4036430,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u7t0oehb31vg2xcz7z1q",CB,ACT,,1998-06-20,Appalachian State
Sidney Rice,Sidney,Rice,,SEA,00-0025431,10488,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvm2tebxbsm7eajiwaad",WR,RES,18,1986-09-01,South Carolina
Skyler Fulton,Skyler,Fulton,,SEA,00-0022543,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlulinpqkpkqcvf26whb",WR,RSN,9,1982-06-17,Arizona State
Solomon Bates,Solomon,Bates,,SEA,00-0022058,4593,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zkzlhbnu7d1dpeh0zvwy",LB,ACT,50,1982-04-18,Arizona State
Stacy Danley,Stacy,Danley,,SEA,00-0003883,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w0zjvjmqscscu6os15hp",RB,CUT,0,1968-07-19,Auburn
Stan Gelbaugh,Stanley,Gelbaugh,,SEA,00-0005869,6618,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrwq2e2pfzkmjrllvi1w",QB,ACT,8,1962-12-04,Maryland
Stanley Havili,Sione,Havili,,SEA,00-0028178,14104,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/il1h3ozkugeb4mq1p3qr",FB,CUT,0,1987-11-14,USC
Stephen Schilling,Stephen,Schilling,,SEA,00-0028139,14084,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/troyqxwm1a2jo3yefbiy",C,RES,63,1988-07-21,Michigan
Steve Broussard,Steven,Broussard,,SEA,00-0001868,6672,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aieafpxmobynobzdxvak",RB,ACT,31,1967-02-22,Washington State
Steve Bryant,Steve,Bryant,,SEA,00-0002149,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kakvhh5wseo1xuiuyg1u",LB,CUT,0,1971-07-02,Nevada
Steve Donatell,Steven,Donatell,Steve,SEA,00-0033990,2970133,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j8pu2a3t1kouxuvsnjg3",TE,CUT,0,1994-03-05,Western Kentucky; Wake Forest
Steve Largent,Stephen,Largent,,SEA,LAR118653,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uwi8mvpiavmova7skp7q",WR,ACT,0,1954-09-28,Tulsa
Steve McKinney,Stephen,McKinney,,SEA,00-0010966,1496,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iigzwbfzcxpr1smqezmm",G,ACT,64,1975-10-15,Texas A&M
Steve Myer,Steven,Myer,,SEA,MYE059327,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aqdsbchanjaznmvozqpa",QB,ACT,0,1954-07-17,New Mexico; Mt. San Antonio
Steve Preece,Steven,Preece,,SEA,PRE166116,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/juddbppdqavnuaj5luqb",FS,ACT,0,1947-02-15,Oregon State
Steve Raible,Steven,Raible,,SEA,RAI118654,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofo3abpoe7ohitsdnwjo",WR,ACT,0,1954-06-02,Georgia Tech
Steve Smith,Steven,Smith,,SEA,00-0015306,6469,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vv0ivi8ovgf1dtq2kqhm",FB,ACT,0,1964-08-30,Penn State
Steven Parker,Steven,Parker,Steven,SEA,00-0034736,3116387,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqdelqhxbpn6pflf0hul",DB,DEV,,1995-12-14,Oklahoma
T.J. Cunningham,Anthony,Cunningham,,SEA,CUN102494,8076,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a74kx2wczrwzdvgaf1in",DB,RES,21,1972-10-24,Colorado
T.J. Duckett,Todd,Duckett,,SEA,00-0021376,3546,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tjxtrdxwvqekvrdqbrc6",RB,ACT,42,1981-02-17,Michigan State
Tarvaris Jackson,Tarvaris,Jackson,Tarvaris,SEA,00-0024279,9650,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bqukmeneztibnhrjko0q",QB,ACT,7,1983-04-21,Alabama State; Arkansas
Teez Tabor,Jalen,Tabor,Teez,SEA,00-0033545,3115257,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xrcqxkph85tilwfbkctv",CB,CUT,36,1995-12-31,Florida
Terreal Bierria,Terreal,Bierria,,SEA,00-0021239,3648,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qbdrnm6wiz9faohwso7v",S,ACT,34,1980-10-10,Georgia
Terry Carter,Terry,Carter,,SEA,CAR745881,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yanwvcau4n2uv9i5o1gw",WR,ACT,0,1955-06-18,Kent State
Terry Dion,Terry,Dion,,SEA,DIO276861,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cwo9rly2m7suito7qij3",DE,ACT,0,1957-11-22,Oregon
Terry Jackson,Terence,Jackson,,SEA,JAC568764,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uv2rctwhuind7nmv982i",DB,ACT,0,1955-12-09,San Diego State; San Diego City College
Terry McDaniel,Terence,McDaniel,,SEA,00-0010791,6701,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vmq93yzfymm5myeko9ch",DB,ACT,36,1965-02-08,Tennessee
Terry Miller,Terry,Miller,,SEA,MIL575610,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rumr9wyhpb8xi9747mra",RB,ACT,0,1956-01-07,Oklahoma State
Terry Rennaker,Terry,Rennaker,,SEA,REN537427,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pouyqwf8uq0wzv7aqocq",LB,ACT,0,1958-05-01,Stanford
Tevon Mutcherson,Tevon,Mutcherson,Tevon,SEA,00-0033774,2971519,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbjdfvoo0jwhq1eklgb8",DB,RES,38,1992-07-27,UCF
Thatcher Szalay,Thatcher,Szalay,,SEA,00-0020626,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqefdzmgmf9mdra2lqml",G,DEV,63,1979-01-18,Montana
Tim Burnham,Timothy,Burnham,,SEA,BUR494350,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlrwo1ycgclrda1re8fc",OT,ACT,0,1963-05-06,Washington
Tim Terry,Timothy,Terry,,SEA,00-0016192,1401,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbd3ndf1dzmp2odcqwif",OLB,ACT,59,1974-07-26,Temple
Tim Walker,Timothy,Walker,,SEA,WAL327426,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xtechqdvdusszcsoulnp",LB,ACT,0,1958-05-12,Savannah State College
Tim Watson,Tim,Watson,,SEA,00-0019495,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqlm5tfytsjyznuev09u",DT,RES,91,1974-12-23,Rowan College
Tim Williams,Timothy,Williams,Tim,SEA,00-0033915,3054862,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/od7irjuvkfyakwb83ewf",LB,CUT,0,1993-11-12,Alabama
Todd Norman,Todd,Norman,,SEA,00-0012175,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bd8wvn62rfd1nzjzh3wj",OT,ACT,0,1971-09-11,Notre Dame
Tom Andrews,Thomas,Andrews,,SEA,AND729288,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zq1ubyx9tlsla5bcmghr",OT,ACT,0,1962-01-11,Louisville
Tom Ashworth,Thomas,Ashworth,,SEA,00-0019995,4298,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mvpwyp8o0tmnl2pfyzpa",OT,ACT,68,1977-10-10,Colorado
Tom Rouen,Thomas,Rouen,,SEA,00-0014083,454,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/buqxq9ri0awmd6ahmy9m",P,ACT,16,1968-06-09,Colorado; Colorado State
Tommy Champion,Tommy,Champion,Tommy,SEA,00-0035986,4242246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gtkfbysijbnsrezstmv9",OT,DEV,79,1997-03-04,Mississippi State
Tommy Kane,Tommy,Kane,,SEA,00-0009006,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qi6qktrao2otwfrqodj0",WR,ACT,0,1964-01-14,Syracuse
Tony Benjamin,Anthony,Benjamin,,SEA,BEN124584,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vd2afxiqawn3e7tfjxmu",RB,ACT,0,1955-10-27,Duke
